citekey	venue	volume	coder	codername	sidx	words	chars	syllables	fkscore	code	suffixes	topic	icount	ucount
KotKurDil22	IST	IST22	B	Franz	10	10	65	18	44.4	method		method	0	0
KotKurDil22	IST	IST22	B	Franz	11	5	42	12	-1.3	method		method	0	0
KotKurDil22	IST	IST22	B	Franz	12	18	130	38	10.0	method		method	0	0
KotKurDil22	IST	IST22	B	Franz	13	10	77	23	2.1	method		method	0	0
KotKurDil22	IST	IST22	B	Franz	14	1	8	NA	NA	h-result		none	0	0
KotKurDil22	IST	IST22	B	Franz	15	17	106	32	30.3	result		result	0	0
KotKurDil22	IST	IST22	B	Franz	16	38	318	92	-36.6	result		result	0	0
KotKurDil22	IST	IST22	B	Franz	17	1	12	NA	NA	h-conclusion		none	0	0
KotKurDil22	IST	IST22	B	Franz	18	15	102	30	22.4	summary		summary	0	0
KotKurDil22	IST	IST22	B	Franz	19	24	172	54	-7.9	conclusion		conclusion	0	0
KotKurDil22	IST	IST22	B	Franz	20	37	221	61	29.8	fneed		Outlook	0	0
GalEwaJun22	TSE	TSE22	B	Franz	1	45	314	86	-0.5	background		background	0	0
GalEwaJun22	TSE	TSE22	B	Franz	2	15	90	26	45.0	background		background	0	0
GalEwaJun22	TSE	TSE22	B	Franz	3	24	137	36	55.6	background		background	0	0
GalEwaJun22	TSE	TSE22	B	Franz	4	13	79	23	44.0	background		background	0	0
GalEwaJun22	TSE	TSE22	B	Franz	5	28	203	58	3.2	background		background	0	0
GalEwaJun22	TSE	TSE22	B	Franz	6	20	161	46	-8.0	gap		gap	0	0
GalEwaJun22	TSE	TSE22	B	Franz	7	26	173	51	14.5	objective		objective	0	0
GalEwaJun22	TSE	TSE22	B	Franz	8	19	131	36	27.3	design		design	0	0
GalEwaJun22	TSE	TSE22	B	Franz	9	15	79	24	56.3	design		design	0	0
GalEwaJun22	TSE	TSE22	B	Franz	10	18	131	35	24.1	method		method	0	0
GalEwaJun22	TSE	TSE22	B	Franz	11	3	13	3	119.2	result		result	0	0
GalEwaJun22	TSE	TSE22	B	Franz	12	32	207	57	23.7	result		result	0	0
GalEwaJun22	TSE	TSE22	B	Franz	13	52	302	92	4.4	result		result	0	0
GalEwaJun22	TSE	TSE22	B	Franz	14	23	159	44	21.6	conclusion		conclusion	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	1	22	155	42	23.0	background		background	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	2	6	45	11	45.6	gap		gap	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	3	26	219	61	-18.0	gap		gap	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	4	19	128	35	31.7	objective		objective	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	5	22	159	46	7.6	design		design	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	6	24	182	52	-0.8	design		design	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	7	15	90	27	39.3	design		design	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	8	22	136	39	34.5	method		method	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	9	13	97	26	24.4	method		method	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	10	36	214	54	43.4	result		result	0	0
IzaGisGou22	ICSE	ICSE22	B	Franz	11	8	49	13	61.2	resourcepointer	:i1	_other	1	0
LiuXiaLo22	TSE	TSE22	B	Franz	1	18	140	39	5.3	background		background	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	2	25	164	45	29.2	background		background	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	3	25	183	46	25.8	background		background	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	4	22	164	49	-3.9	background		background	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	5	45	309	90	-8.0	objective		objective	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	6	57	374	111	-15.8	design		design	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	7	11	79	25	3.4	method		method	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	8	29	194	57	11.1	result		result	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	9	10	57	16	61.3	result		result	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	10	21	142	38	32.4	result		result	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	11	4	22	7	54.7	result		result	0	0
LiuXiaLo22	TSE	TSE22	B	Franz	12	31	197	54	28.0	result		result	0	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	1	22	160	44	15.3	background		background	0	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	2	12	73	23	32.5	background		background	0	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	3	18	146	41	-4.1	gap		gap	0	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	4	17	120	35	15.4	objective		objective	0	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	5	11	72	20	41.9	method		method	0	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	6	21	120	31	60.6	result		result	0	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	7	11	77	24	11.1	result	:i1	result	1	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	8	8.0	54.5	15.5	26.7	result	:i1	result	1	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	8	8.0	54.5	15.5	26.7	method		method	0	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	9	18	130	35	24.1	result	:i1	result	1	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	10	7	54	16	6.4	result	:i1	result	1	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	11	5	29	7	83.3	conclusion		conclusion	0	0
MarBogFra22	TOSEM	TOSEM22	B	Franz	12	40	266	70	18.2	conclusion		conclusion	0	0
BalRal22	EMSE	EMSE22	B	Franz	1	9	80	23	-18.5	background		background	0	0
BalRal22	EMSE	EMSE22	B	Franz	2	17	121	35	15.4	background		background	0	0
BalRal22	EMSE	EMSE22	B	Franz	3	18	128	35	24.1	objective		objective	0	0
BalRal22	EMSE	EMSE22	B	Franz	4	4	21	6	75.9	result		result	0	0
BalRal22	EMSE	EMSE22	B	Franz	5	20	157	46	-8.0	result	:i2	result	2	0
BalRal22	EMSE	EMSE22	B	Franz	6	11	88	26	-4.3	conclusion		conclusion	0	0
BalRal22	EMSE	EMSE22	B	Franz	7	32	238	67	-2.8	method		method	0	0
BalRal22	EMSE	EMSE22	B	Franz	8	26	223	66	-34.3	conclusion		conclusion	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	1	17	126	34	20.4	background		background	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	2	15	94	27	39.3	background		background	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	3	11	83	26	-4.3	gap		gap	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	4	25	166	49	15.6	objective		objective	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	5	38	205	56	43.6	result	:i1	result	1	0
JiaLiuJin22	TSE	TSE22	B	Franz	6	24	157	39	45.0	design		design	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	7	35	238	71	-0.3	result		result	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	8	18	130	37	14.7	method		method	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	9	22	160	46	7.6	result		result	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	10	24	188	50	6.2	result		result	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	11	25	191	51	8.9	design		design	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	12	16.0	103.5	29.0	21.0	result		result	0	0
JiaLiuJin22	TSE	TSE22	B	Franz	12	16.0	103.5	29.0	21.0	method		method	0	0
HamMetQas22	IST	IST22	B	Franz	1	1	8	NA	NA	h-background		none	0	0
HamMetQas22	IST	IST22	B	Franz	2	9	49	12	84.9	background		background	0	0
HamMetQas22	IST	IST22	B	Franz	3	20	124	32	51.2	background		background	0	0
HamMetQas22	IST	IST22	B	Franz	4	26	189	52	11.2	gap		gap	0	0
HamMetQas22	IST	IST22	B	Franz	5	1	11	NA	NA	h-objective		none	0	0
HamMetQas22	IST	IST22	B	Franz	6	22	141	37	42.2	objective		objective	0	0
HamMetQas22	IST	IST22	B	Franz	7	11	83	21	34.2	objective		objective	0	0
HamMetQas22	IST	IST22	B	Franz	8	1	8	NA	NA	h-method		none	0	0
HamMetQas22	IST	IST22	B	Franz	9	26	189	52	11.2	design		design	0	0
HamMetQas22	IST	IST22	B	Franz	10	24.0	156.0	41.5	11.8	design		design	0	0
HamMetQas22	IST	IST22	B	Franz	10	24.0	156.0	41.5	11.8	method		method	0	0
HamMetQas22	IST	IST22	B	Franz	11	16	116	33	16.1	method		method	0	0
HamMetQas22	IST	IST22	B	Franz	12	1	8	NA	NA	h-result		none	0	0
HamMetQas22	IST	IST22	B	Franz	13	18	130	33	33.5	design		design	0	0
HamMetQas22	IST	IST22	B	Franz	14	12	81	20	53.7	design		design	0	0
HamMetQas22	IST	IST22	B	Franz	15	26	188	52	11.2	design		design	0	0
HamMetQas22	IST	IST22	B	Franz	16	21	126	37	36.5	result	:u2	result	0	2
HamMetQas22	IST	IST22	B	Franz	17	26	154	42	43.8	result		result	0	0
HamMetQas22	IST	IST22	B	Franz	18	1	11	NA	NA	h-conclusion		none	0	0
HamMetQas22	IST	IST22	B	Franz	19	25	177	47	22.4	summary		summary	0	0
HorCorFue22	IST	IST22	B	Franz	1	1	8	NA	NA	h-background		none	0	0
HorCorFue22	IST	IST22	B	Franz	2	19	140	45	-12.8	background		background	0	0
HorCorFue22	IST	IST22	B	Franz	3	28	233	67	-24.0	background		background	0	0
HorCorFue22	IST	IST22	B	Franz	4	1	10	NA	NA	h-objective		none	0	0
HorCorFue22	IST	IST22	B	Franz	5	15	105	31	16.8	objective		objective	0	0
HorCorFue22	IST	IST22	B	Franz	6	40	309	92	-28.3	objective		objective	0	0
HorCorFue22	IST	IST22	B	Franz	7	1	8	NA	NA	h-method		none	0	0
HorCorFue22	IST	IST22	B	Franz	8	15	116	37	-17.1	design		design	0	0
HorCorFue22	IST	IST22	B	Franz	9	21	165	51	-19.9	design		design	0	0
HorCorFue22	IST	IST22	B	Franz	10	32	221	67	-2.8	method		method	0	0
HorCorFue22	IST	IST22	B	Franz	11	1	8	NA	NA	h-result		none	0	0
HorCorFue22	IST	IST22	B	Franz	12	9	74	22	-9.1	result	:i1	result	1	0
HorCorFue22	IST	IST22	B	Franz	13	31	196	59	14.4	result		result	0	0
HorCorFue22	IST	IST22	B	Franz	14	1	12	NA	NA	h-conclusion		none	0	0
HorCorFue22	IST	IST22	B	Franz	15	37	259	71	6.9	conclusion		conclusion	0	0
GonRajHas22	TSE	TSE22	B	Franz	1	36	246	67	12.8	background		background	0	0
GonRajHas22	TSE	TSE22	B	Franz	2	27	170	49	25.9	background		background	0	0
GonRajHas22	TSE	TSE22	B	Franz	3	25	177	47	22.4	background		background	0	0
GonRajHas22	TSE	TSE22	B	Franz	4	28	178	50	27.3	gap		gap	0	0
GonRajHas22	TSE	TSE22	B	Franz	5	29.0	211.5	58.5	-22.7	objective		objective	0	0
GonRajHas22	TSE	TSE22	B	Franz	5	29.0	211.5	58.5	-22.7	method		method	0	0
GonRajHas22	TSE	TSE22	B	Franz	6	39	220	58	41.4	result	:i1	result	1	0
GonRajHas22	TSE	TSE22	B	Franz	7	33	211	62	14.4	result		result	0	0
GonRajHas22	TSE	TSE22	B	Franz	8	11	63	15	80.3	fneed		Outlook	0	0
GonRajHas22	TSE	TSE22	B	Franz	9	36	223	63	22.2	fneed		Outlook	0	0
ZenWuYe22	ICSE	ICSE22	B	Franz	1	16	108	32	21.4	background		background	0	0
ZenWuYe22	ICSE	ICSE22	B	Franz	2	16	92	29	37.3	background		background	0	0
ZenWuYe22	ICSE	ICSE22	B	Franz	3	28	171	49	30.4	background		background	0	0
ZenWuYe22	ICSE	ICSE22	B	Franz	4	38	292	84	-18.7	gap		gap	0	0
ZenWuYe22	ICSE	ICSE22	B	Franz	5	4	16	5	97.0	objective		objective	0	0
ZenWuYe22	ICSE	ICSE22	B	Franz	6	23	148	42	29.0	objective		objective	0	0
ZenWuYe22	ICSE	ICSE22	B	Franz	7	28	181	56	9.2	design		design	0	0
ZenWuYe22	ICSE	ICSE22	B	Franz	8	15	122	34	-0.1	method		method	0	0
ZenWuYe22	ICSE	ICSE22	B	Franz	9	16	108	30	32.0	result		result	0	0
ZenWuYe22	ICSE	ICSE22	B	Franz	10	22	127	33	57.6	result		result	0	0
LavMor22	EMSE	EMSE22	B	Franz	1	1	10	NA	NA	h-background		none	0	0
LavMor22	EMSE	EMSE22	B	Franz	1	38	256	81	-8.5	background		background	0	0
LavMor22	EMSE	EMSE22	B	Franz	2	1	10	NA	NA	h-objective		none	0	0
LavMor22	EMSE	EMSE22	B	Franz	2	31	179	50	42.2	objective		objective	0	0
LavMor22	EMSE	EMSE22	B	Franz	3	1	10	NA	NA	h-method		none	0	0
LavMor22	EMSE	EMSE22	B	Franz	3	26	157	48	29.0	method		method	0	0
LavMor22	EMSE	EMSE22	B	Franz	4	26	193	58	-8.3	method		method	0	0
LavMor22	EMSE	EMSE22	B	Franz	5	1	10	NA	NA	h-result		none	0	0
LavMor22	EMSE	EMSE22	B	Franz	5	37	204	62	30.2	result		result	0	0
LavMor22	EMSE	EMSE22	B	Franz	6	21	120	36	40.5	result		result	0	0
LavMor22	EMSE	EMSE22	B	Franz	7	33	178	49	47.7	result		result	0	0
LavMor22	EMSE	EMSE22	B	Franz	8	1	10	NA	NA	h-conclusion		none	0	0
LavMor22	EMSE	EMSE22	B	Franz	8	18	110	34	36.2	conclusion		conclusion	0	0
LavMor22	EMSE	EMSE22	B	Franz	9	47	273	75	24.1	conclusion		conclusion	0	0
LavMor22	EMSE	EMSE22	B	Franz	10	27	185	53	13.4	fposs		Outlook	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	1	19	120	38	18.4	background		background	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	2	16	100	25	58.4	background		background	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	3	36	226	66	15.2	background		background	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	4	16	113	34	10.8	background		background	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	5	19	110	32	45.1	objective		objective	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	6	21	141	43	12.3	method		method	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	7	39	260	74	6.7	background		background	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	8	37	226	66	18.4	objective		objective	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	9	38	253	73	5.7	a-result		result	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	10	43	294	82	1.9	conclusion		conclusion	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	11	12	92	27	4.3	conclusion		conclusion	0	0
FurTorFel22	TOSEM	TOSEM22	B	Franz	12	12	91	24	25.5	a-fposs		Outlook	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	1	11.5	92.5	27.0	-15.1	background		background	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	1	11.5	92.5	27.0	-15.1	gap		gap	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	2	8.0	64.5	20.0	-20.9	objective		objective	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	2	8.0	64.5	20.0	-20.9	result		result	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	3	11	90	27	-12.0	objective		objective	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	4	27	191	64	-21.1	design		design	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	5	13.5	92.5	27.5	7.1	design		design	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	5	13.5	92.5	27.5	7.1	claim		result	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	6	11.0	71.0	20.0	30.7	result		result	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	6	11.0	71.0	20.0	30.7	method		method	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	7	12.0	74.0	23.0	20.3	result	:i1	result	1	0
TurShaAld22	ICSE	ICSE22	B	Franz	7	12.0	74.0	23.0	20.3	a-method		method	0	0
TurShaAld22	ICSE	ICSE22	B	Franz	8	22	151	46	7.6	result	:i1	result	1	0
TurShaAld22	ICSE	ICSE22	B	Franz	9	25	211	68	-48.7	a-result		result	0	0
AssGhaPul22	IST	IST22	B	Franz	1	1	8	NA	NA	h-background		none	0	0
AssGhaPul22	IST	IST22	B	Franz	2	19	156	45	-12.8	background		background	0	0
AssGhaPul22	IST	IST22	B	Franz	3	24	162	45	23.9	background		background	0	0
AssGhaPul22	IST	IST22	B	Franz	4	1	10	NA	NA	h-objective		none	0	0
AssGhaPul22	IST	IST22	B	Franz	5	19	135	38	18.4	gap		gap	0	0
AssGhaPul22	IST	IST22	B	Franz	6	20	133	37	30.0	gap		gap	0	0
AssGhaPul22	IST	IST22	B	Franz	7	18	135	41	-4.1	objective		objective	0	0
AssGhaPul22	IST	IST22	B	Franz	8	1	7	NA	NA	h-method		none	0	0
AssGhaPul22	IST	IST22	B	Franz	9	17	115	38	0.5	design		design	0	0
AssGhaPul22	IST	IST22	B	Franz	10	38	242	68	16.9	design		design	0	0
AssGhaPul22	IST	IST22	B	Franz	11	1	8	NA	NA	h-result		none	0	0
AssGhaPul22	IST	IST22	B	Franz	12	14.0	97.5	28.0	9.2	design		design	0	0
AssGhaPul22	IST	IST22	B	Franz	12	14.0	97.5	28.0	9.2	a-design		design	0	0
AssGhaPul22	IST	IST22	B	Franz	13	15	102	28	33.7	design		design	0	0
AssGhaPul22	IST	IST22	B	Franz	14	11	86	24	11.1	design		design	0	0
AssGhaPul22	IST	IST22	B	Franz	15	4	34	10	-8.7	design		design	0	0
AssGhaPul22	IST	IST22	B	Franz	16	11.5	82.0	26.0	-7.8	a-method		method	0	0
AssGhaPul22	IST	IST22	B	Franz	16	11.5	82.0	26.0	-7.8	result		result	0	0
AssGhaPul22	IST	IST22	B	Franz	17	1	11	NA	NA	h-conclusion		none	0	0
AssGhaPul22	IST	IST22	B	Franz	18	14	129	37	-31.0	background		background	0	0
AssGhaPul22	IST	IST22	B	Franz	19	30	204	60	7.2	conclusion		conclusion	0	0
AssGhaPul22	IST	IST22	B	Franz	20	16	119	35	5.5	fneed		Outlook	0	0
PapGroSub22	TSE	TSE22	B	Franz	1	1	8	NA	NA	h-background		none	0	0
PapGroSub22	TSE	TSE22	B	Franz	2	28	207	55	12.2	background		background	0	0
PapGroSub22	TSE	TSE22	B	Franz	3	29	212	64	-9.3	method		method	0	0
PapGroSub22	TSE	TSE22	B	Franz	4	1	10	NA	NA	h-objective		none	0	0
PapGroSub22	TSE	TSE22	B	Franz	5	15	71	20	78.8	objective		objective	0	0
PapGroSub22	TSE	TSE22	B	Franz	6	21	127	37	36.5	objective		objective	0	0
PapGroSub22	TSE	TSE22	B	Franz	7	1	7	NA	NA	h-method		none	0	0
PapGroSub22	TSE	TSE22	B	Franz	8	33	234	62	14.4	method		method	0	0
PapGroSub22	TSE	TSE22	B	Franz	9	4	31	10	-8.7	method		method	0	0
PapGroSub22	TSE	TSE22	B	Franz	10	8	56	16	29.5	method		method	0	0
PapGroSub22	TSE	TSE22	B	Franz	11	12	96	30	-16.8	method		method	0	0
PapGroSub22	TSE	TSE22	B	Franz	12	25	146	43	35.9	method		method	0	0
PapGroSub22	TSE	TSE22	B	Franz	13	32	204	60	15.7	method		method	0	0
PapGroSub22	TSE	TSE22	B	Franz	14	10	64	19	35.9	result		result	0	0
PapGroSub22	TSE	TSE22	B	Franz	15	1	8	NA	NA	h-result		none	0	0
PapGroSub22	TSE	TSE22	B	Franz	16	23	149	42	29.0	result		result	0	0
PapGroSub22	TSE	TSE22	B	Franz	17	14	103	29	17.4	result	:i1	result	1	0
PapGroSub22	TSE	TSE22	B	Franz	18	21	121	35	44.5	result	:i1	result	1	0
PapGroSub22	TSE	TSE22	B	Franz	19	27	171	48	29.0	result		result	0	0
PapGroSub22	TSE	TSE22	B	Franz	20	15	106	33	5.5	result	:i1	result	1	0
PapGroSub22	TSE	TSE22	B	Franz	21	1	10	NA	NA	h-conclusion		none	0	0
PapGroSub22	TSE	TSE22	B	Franz	21	27	159	47	36.4	conclusion		conclusion	0	0
JaiVaiIye22	ICSE	ICSE22	B	Franz	1	28	191	50	27.3	background		background	0	0
JaiVaiIye22	ICSE	ICSE22	B	Franz	2	12	68	18	67.8	background		background	0	0
JaiVaiIye22	ICSE	ICSE22	B	Franz	3	27	173	51	19.6	background		background	0	0
JaiVaiIye22	ICSE	ICSE22	B	Franz	4	25	158	44	32.6	gap		gap	0	0
JaiVaiIye22	ICSE	ICSE22	B	Franz	5	31	209	55	25.3	objective		objective	0	0
JaiVaiIye22	ICSE	ICSE22	B	Franz	6	17	93	24	70.1	objective		objective	0	0
JaiVaiIye22	ICSE	ICSE22	B	Franz	7	12.0	79.5	23.5	16.8	a-design		design	0	0
JaiVaiIye22	ICSE	ICSE22	B	Franz	7	12.0	79.5	23.5	16.8	a-result		result	0	0
JaiVaiIye22	ICSE	ICSE22	B	Franz	8	29	180	48	37.4	conclusion		conclusion	0	0
GarKouGho22	TSE	TSE22	B	Franz	1	26	172	49	21.0	background		background	0	0
GarKouGho22	TSE	TSE22	B	Franz	2	20	152	45	-3.8	background		background	0	0
GarKouGho22	TSE	TSE22	B	Franz	3	23	157	47	10.6	background		background	0	0
GarKouGho22	TSE	TSE22	B	Franz	4	15.5	109.0	32.0	0.7	design		design	0	0
GarKouGho22	TSE	TSE22	B	Franz	4	15.5	109.0	32.0	0.7	objective		objective	0	0
GarKouGho22	TSE	TSE22	B	Franz	5	15	89	26	45.0	method		method	0	0
GarKouGho22	TSE	TSE22	B	Franz	6	27	185	57	0.8	result		result	0	0
GarKouGho22	TSE	TSE22	B	Franz	7	10	70	20	27.5	a-result		result	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	1	27	212	63	-18.0	background		background	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	2	19	116	33	40.6	background		background	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	3	17	132	45	-34.4	gap		gap	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	4	16	112	36	0.2	objective		objective	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	5	11.0	75.5	21.0	23.0	design		design	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	5	11.0	75.5	21.0	23.0	objective		objective	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	6	15	109	32	11.1	design		design	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	7	11	89	27	-12.0	objective		objective	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	8	14.0	79.0	21.5	48.5	design		design	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	8	14.0	79.0	21.5	48.5	method		method	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	9	27	172	45	38.4	result		result	0	0
LiLuZha22	EMSE	EMSE22	B	Franz	10	35	230	61	23.9	result		result	0	0
LiuLiFu22	ICSE	ICSE22	B	Franz	1	23	161	47	10.6	background		background	0	0
LiuLiFu22	ICSE	ICSE22	B	Franz	2	16	103	31	26.7	background		background	0	0
LiuLiFu22	ICSE	ICSE22	B	Franz	3	18	120	36	19.4	background		background	0	0
LiuLiFu22	ICSE	ICSE22	B	Franz	4	32	217	61	13.1	background		background	0	0
LiuLiFu22	ICSE	ICSE22	B	Franz	5	31	217	62	6.2	gap		gap	0	0
LiuLiFu22	ICSE	ICSE22	B	Franz	6	16	106	31	26.7	design		design	0	0
LiuLiFu22	ICSE	ICSE22	B	Franz	7	33	237	66	4.1	design		design	0	0
LiuLiFu22	ICSE	ICSE22	B	Franz	8	10.3	68.0	19.3	17.1	result	:i1	result	1	0
LiuLiFu22	ICSE	ICSE22	B	Franz	8	10.3	68.0	19.3	17.1	conclusion		conclusion	0	0
LiuLiFu22	ICSE	ICSE22	B	Franz	8	10.3	68.0	19.3	17.1	a-method		method	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	1	14	124	35	-18.9	background		background	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	2	16	101	28	42.5	background		background	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	3	12	96	29	-9.8	background		background	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	4	19	127	37	22.8	background		background	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	5	14	104	30	11.3	gap		gap	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	6	23	168	50	-0.4	objective		objective	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	7	10	65	19	35.9	objective		objective	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	8	6	61	19	-67.2	objective		objective	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	9	37	251	69	11.5	objective		objective	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	10	13.5	89.5	25.5	19.6	design		design	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	10	13.5	89.5	25.5	19.6	result		result	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	11	31	197	57	19.8	method		method	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	12	14	100	29	17.4	method		method	0	0
WalGhaAla22	EMSE	EMSE22	B	Franz	13	29	192	53	22.8	result		result	0	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	1	22	135	36	46.1	background		background	0	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	2	19	130	38	18.4	background		background	0	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	3	25	168	47	22.4	gap		gap	0	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	4	23.0	168.0	49.0	-20.1	design		design	0	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	4	23.0	168.0	49.0	-20.1	objective		objective	0	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	5	12	72	21	46.6	design		design	0	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	6	30	209	61	4.4	background		background	0	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	7	19	135	40	9.4	design		design	0	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	8	21.0	153.0	43.5	-11.0	result	:i1	result	1	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	8	21.0	153.0	43.5	-11.0	method		method	0	0
BocSchApe22	TOSEM	TOSEM22	B	Franz	9	42	304	94	-25.1	conclusion		conclusion	0	0
QamSülTüz22	IST	IST22	B	Franz	1	1	8	NA	NA	h-background		none	0	0
QamSülTüz22	IST	IST22	B	Franz	2	34	219	59	25.5	background		background	0	0
QamSülTüz22	IST	IST22	B	Franz	3	24	156	41	38.0	background		background	0	0
QamSülTüz22	IST	IST22	B	Franz	4	28	192	55	12.2	background		background	0	0
QamSülTüz22	IST	IST22	B	Franz	5	1	10	NA	NA	h-objective		none	0	0
QamSülTüz22	IST	IST22	B	Franz	6	42	248	64	35.3	objective		objective	0	0
QamSülTüz22	IST	IST22	B	Franz	7	28	173	45	42.5	objective		objective	0	0
QamSülTüz22	IST	IST22	B	Franz	8	1	8	NA	NA	h-method		none	0	0
QamSülTüz22	IST	IST22	B	Franz	9	15.5	91.0	29.0	17.1	result		result	0	0
QamSülTüz22	IST	IST22	B	Franz	9	15.5	91.0	29.0	17.1	method		method	0	0
QamSülTüz22	IST	IST22	B	Franz	10	21	147	40	24.4	method		method	0	0
QamSülTüz22	IST	IST22	B	Franz	11	26	166	48	24.3	method		method	0	0
QamSülTüz22	IST	IST22	B	Franz	12	20	129	37	30.0	method		method	0	0
QamSülTüz22	IST	IST22	B	Franz	13	1	8	NA	NA	h-result		none	0	0
